stop_id,stop_name,stop_lat,stop_lon
710,Lindsey Hopkins (EB),25.79513168334961,-80.2074203491211
711,NW 18 Terr (SB),25.792949676513672,-80.20704650878906
712,NW 17 St,25.79121971130371,-80.20702362060547
713,NW 15 St,25.789649963378906,-80.20700073242188
714,Allapattah Mini Park,25.787500381469727,-80.20697021484375
715,Booker T.,25.786470413208008,-80.20691680908203
716,Culmer Station,25.784530639648438,-80.2068862915039
717,Black Police Museum,25.78339958190918,-80.20453643798828
718,Jefferson Reeves,25.78350067138672,-80.20221710205078
719,Overtown Main St,25.78352928161621,-80.20020294189453
720,Elizabeth Taylor,25.783580780029297,-80.19917297363281
721,Folk Life,25.782869338989258,-80.19801330566406
722,Mary Elizabeth,25.781919479370117,-80.197998046875
723,Dorsey 3 Ave,25.78173065185547,-80.19891357421875
724,Barbeque Pit,25.78162956237793,-80.20115661621094
725,Merlin Lounge,25.78162956237793,-80.20284271240234
726,NW 7 St,25.78005027770996,-80.20295715332031
727,NW 6 Ave,25.779630661010742,-80.20433044433594
728,NW 6 St,25.779769897460938,-80.2065200805664
729,NW 11 St,25.783830642700195,-80.20921325683594
730,Gateway,25.786649703979492,-80.21092987060547
731,Pine Heights Park,25.789180755615234,-80.21028137207031
732,Bascom Palmer (NB),25.790470123291016,-80.2100830078125
733,Jackson ER,25.791799545288086,-80.21015167236328
734,MDC Parking Lot,25.793882369995117,-80.2109375
735,MDC Medical,25.795019149780273,-80.21076965332031
736,NW 8 Ave (EB),25.795045852661133,-80.20896911621094
710,Lindsey Hopkins (EB),25.79513168334961,-80.2074203491211
735,MDC Medical,25.795019149780273,-80.21076965332031
736,NW 8 Ave (EB),25.795045852661133,-80.20896911621094
737,OMNI,25.78961944580078,-80.18788146972656
738,NE 14 ST,25.788570404052734,-80.18921661376953
739,Adrienne Arsht (WB),25.78832244873047,-80.1894760131836
740,NE 1 Ave (WB),25.788419723510742,-80.19194793701172
741,NE Miami Ct&nbsp;,25.788349151611328,-80.19364929199219
742,NW Miami Ct (WB),25.788299560546875,-80.19548034667969
743,NW 1 Ct (WB),25.788249969482422,-80.19730377197266
744,NW 14 St (NB),25.788379669189453,-80.19979858398438
745,Overtown NET (NB),25.7898006439209,-80.19986724853516
746,Culmer Center (NB),25.79157066345215,-80.19996643066406
747,Carrie P. (NB),25.793350219726562,-80.20023345947266
748,St. Agnes (WB),25.795499801635742,-80.20079803466797
749,Dunbar Elem. Sch. (WB),25.795400619506836,-80.20266723632812
750,Gateway (WB),25.795413970947266,-80.2047119140625
751,Lindsey Hopkins (WB),25.795312881469727,-80.20742797851562
752,NW 8 Ave (WB),25.795249938964844,-80.20939636230469
753,NW 10 Ave (WB),25.79521942138672,-80.21087646484375
754,NW 11 Ave (WB),25.795129776000977,-80.21330261230469
755,Santa Clara Station (WB),25.795150756835938,-80.214599609375
756,Miami GSA (WB),25.79503059387207,-80.21784973144531
757,NW 14 Ave (WB),25.794979095458984,-80.2197265625
758,NW 15 Ave (WB),25.79490089416504,-80.22151947021484
759,NW 17 Ave (WB),25.794830322265625,-80.22360229492188
760,NW 18 Ave (WB),25.79482078552246,-80.2252197265625
761,NW 19 Ave,25.794769287109375,-80.2271728515625
762,NW 20 Ave (WB),25.794719696044922,-80.22901916503906
763,NW 21 Ave (WB),25.79463005065918,-80.23063659667969
764,NW 22 Ave (WB),25.79467010498047,-80.23201751708984
765,NW 23 Ave,25.794570922851562,-80.23385620117188
766,Curtis Park (WB),25.794479370117188,-80.23593139648438
767,NW 25 Ave,25.79442024230957,-80.23827362060547
768,NW 27 Ave,25.7947998046875,-80.23973083496094
769,NW 26 Ave,25.79612922668457,-80.239013671875
770,NW 24 Ave,25.79623031616211,-80.23590087890625
771,Curtis Park (EB),25.794349670410156,-80.23528289794922
772,NW 22 Pl,25.79439926147461,-80.23320007324219
773,NW 22 Ave (EB),25.794519424438477,-80.23066711425781
774,NW 21 Ave (EB),25.794530868530273,-80.2289810180664
775,NW 20 Ave (EB),25.794570922851562,-80.22783660888672
776,NW 18 Ave (EB),25.79463005065918,-80.22511291503906
777,NW 17 Ave (EB),25.794719696044922,-80.22297668457031
778,NW 15 Ave (EB),25.794750213623047,-80.22103118896484
779,Miami GSA (EB),25.79482078552246,-80.21946716308594
780,NW 13 Ave,25.79490089416504,-80.21737670898438
781,Santa Clara Station (EB),25.79496955871582,-80.21452331542969
782,Dunbar Elem. Sch. (EB),25.79521942138672,-80.20414733886719
783,Gateway (EB),25.795230865478516,-80.20221710205078
784,St. Agnes (EB),25.795299530029297,-80.20059967041016
785,NW 20 St,25.794780731201172,-80.20036315917969
786,Carrie P. (SB),25.7933292388916,-80.20034790039062
787,Culmer Center (SB),25.79145050048828,-80.20004272460938
788,Overtown NET (SB),25.7898006439209,-80.20001983642578
789,NW 14 St (SB),25.78852081298828,-80.19995880126953
790,NW 1 Ct (EB),25.788129806518555,-80.19730377197266
791,NW Miami Ct (EB),25.78820037841797,-80.1952133178711
792,NE 1 Ave (EB),25.788270950317383,-80.19258117675781
793,MD Public Schools,25.788280487060547,-80.19091796875
794,Adrienne Arsht (EB),25.788179397583008,-80.18948364257812
710,Lindsey Hopkins (EB),25.79513168334961,-80.2074203491211
711,NW 18 Terr (SB),25.792949676513672,-80.20704650878906
734,MDC Parking Lot,25.793882369995117,-80.2109375
735,MDC Medical,25.795019149780273,-80.21076965332031
736,NW 8 Ave (EB),25.795045852661133,-80.20896911621094
795,UM Sickle Cell (WB),25.792329788208008,-80.20852661132812
796,Jackson ER&nbsp;,25.791961669921875,-80.21033477783203
797,Bascom Palmer (SB),25.790800094604492,-80.21025085449219
798,U Health Biomedical,25.78961944580078,-80.21027374267578
799,U Health Diabetes,25.789249420166016,-80.2110824584961
800,Schoninger Research,25.78862953186035,-80.21179962158203
801,Sylvester Comp,25.7877140045166,-80.21440887451172
802,UM Hospital,25.787649154663086,-80.2155532836914
803,County Health,25.787580490112305,-80.21733093261719
804,Courthouse,25.78537940979004,-80.21761322021484
805,Sylvester UMHC,25.78820037841797,-80.21473693847656
806,Civic Center Station (NB),25.78985023498535,-80.21478271484375
807,16 St Med Center,25.790969848632812,-80.2148666381836
808,Jackson DTC,25.792619705200195,-80.21370697021484
731,Pine Heights Park,25.789180755615234,-80.21028137207031
732,Bascom Palmer (NB),25.790470123291016,-80.2100830078125
733,Jackson ER,25.791799545288086,-80.21015167236328
751,Lindsey Hopkins (WB),25.795312881469727,-80.20742797851562
752,NW 8 Ave (WB),25.795249938964844,-80.20939636230469
753,NW 10 Ave (WB),25.79521942138672,-80.21087646484375
754,NW 11 Ave (WB),25.795129776000977,-80.21330261230469
804,Courthouse,25.78537940979004,-80.21761322021484
809,NW 20 St (NB),25.79467010498047,-80.21528625488281
810,NW 19 St,25.793079376220703,-80.21521759033203
811,16 St Med. Center,25.790700912475586,-80.21521759033203
812,Civic Center Stn (SB),25.789451599121094,-80.21517944335938
813,State Attorney,25.78683090209961,-80.21508026123047
814,NW 6 St (SB),25.779399871826172,-80.21485137939453
815,NW 5 St,25.77821922302246,-80.21478271484375
816,NW 1 St,25.774150848388672,-80.21470642089844
817,Flagler St,25.773500442504883,-80.216552734375
818,Stadium,25.77927017211914,-80.21819305419922
819,NW 14 Ave,25.780029296875,-80.21790313720703
820,Justice Center,25.787450790405273,-80.2164306640625
821,Slyvester Comp.,25.787527084350586,-80.21459197998047
822,U Health Clinical,25.787580490112305,-80.21302032470703
823,UM Sickle Cell (EB),25.792219161987305,-80.20854949951172
824,NW 18 Terr (NB),25.792749404907227,-80.2068862915039
825,UM Life Science,25.79400062561035,-80.20691680908203
826,Brickell Metrorail,25.764070510864258,-80.19528198242188
827,S Miami Ave,25.76634979248047,-80.19357299804688
828,8 St Metromover,25.766380310058594,-80.19243621826172
829,Brickell Ave,25.766220092773438,-80.19120025634766
830,Brickell Bay Dr (EB),25.76597023010254,-80.19001770019531
831,Brickell Key,25.766019821166992,-80.1857681274414
832,SE 8 St (SB),25.76582908630371,-80.19091796875
833,SE 10 St (SB),25.764249801635742,-80.19146728515625
834,10 St Metromover,25.764530181884766,-80.1926498413086
835,Mary Brickell,25.76449966430664,-80.19376373291016
836,Brickell Metromover,25.763320922851562,-80.19525146484375
837,SW 1 Ave (EB),25.761520385742188,-80.19381713867188
838,SE 15 Rd (SB),25.75773048400879,-80.19329833984375
839,SE 16 Rd (SB),25.757020950317383,-80.19438171386719
840,SE 18 Rd (SB),25.75567054748535,-80.19638061523438
841,SE 19 Rd (SB),25.753929138183594,-80.19888305664062
842,SE 22 Rd (SB),25.7523193359375,-80.20118713378906
843,SE 25 Rd (SB),25.751270294189453,-80.20268249511719
844,NE 26 Rd,25.75082015991211,-80.20337677001953
845,Wainwright Park (SB),25.750350952148438,-80.20491790771484
846,S. Bayshore (SB),25.749629974365234,-80.20722961425781
847,S 32 Rd (SB),25.74786949157715,-80.20974731445312
848,Vizcaya Museum (SB),25.746980667114258,-80.21099853515625
849,Mercy Way (SB),25.74312973022461,-80.21666717529297
850,Carroll Manor,25.74142074584961,-80.21803283691406
851,Hallisee St,25.740161895751953,-80.21699523925781
852,Mercy Hospital,25.739770889282227,-80.21558380126953
853,Mercy Way (NB),25.743080139160156,-80.21649932861328
854,La Salle High School,25.743900299072266,-80.21539306640625
855,Samana Dr,25.745800018310547,-80.21263122558594
856,Vizcaya Museum (NB),25.746999740600586,-80.21083068847656
857,S 32 Rd (NB),25.747779846191406,-80.20973205566406
858,S Bayshore (NB),25.749570846557617,-80.2071533203125
859,Wainwright Park (NB),25.750070571899414,-80.20530700683594
860,SE 25 Rd (NB),25.75065040588379,-80.2032699584961
861,SE 24 Rd,25.751720428466797,-80.20175170898438
862,SE 22 Rd (NB),25.75271987915039,-80.20024871826172
863,SE 19 Rd (NB),25.75391960144043,-80.19853210449219
864,SE 18 Rd (NB),25.75547981262207,-80.19628143310547
865,SE 16 Rd (NB),25.756959915161133,-80.19412231445312
866,SE 15 Rd (NB),25.75752067565918,-80.19329833984375
867,SE 14 Terr,25.75919532775879,-80.19245147705078
868,Fin. District Metromover,25.760700225830078,-80.1920166015625
869,SE 12 St,25.7620792388916,-80.19170379638672
870,SE 10 St (NB),25.764299392700195,-80.19151306152344
1083,SE 13 St,25.76110076904297,-80.19210052490234
1085,Brickell Bay Dr (WB),25.766029357910156,-80.18966674804688
737,OMNI,25.78961944580078,-80.18788146972656
738,NE 14 ST,25.788570404052734,-80.18921661376953
836,Brickell Metromover,25.763320922851562,-80.19525146484375
837,SW 1 Ave (EB),25.761520385742188,-80.19381713867188
867,SE 14 Terr,25.75919532775879,-80.19245147705078
